clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),single_label
03361.mp4,-1,-1,0,0,0.97,0,0,-1,0,0,0,5
03365.mp4,-1,0,0,0,0,-1,0,0,-1,-1,0.85,11
03366.mp4,0.91,-1,0,0,0,0,0,-1,-1,0,0,1
03367.mp4,-1,-1,0,0.84,0,0,-1,-1,0,0,0,4
03368.mp4,0,0,0,0.86,0,0,-1,0,-1,0,0,4
03370.mp4,0,0,0,0.88,0,0,-1,-1,0,0,0,4
03371.mp4,0,-1,0,0.83,0,0,-1,0,-1,0,0,4
03372.mp4,0,0,0,0.9,0,0,-1,-1,0,0,0,4
03373.mp4,0,0,0,0.88,0,0,-1,0,0,0,0,4
03374.mp4,0.82,0.7,0,0,-1,0,0,-1,-1,0,0,1
03375.mp4,-1,-1,0,0.85,0,0,-1,-1,0,0,0,4
03376.mp4,0.69,-1,0,0,-1,0,-1,-1,0,0,0,1
03379.mp4,-1,-1,0,0.89,0,0,-1,-1,-1,0,0,4
03380.mp4,0.82,0.75,0,0,0,0,0,-1,-1,0,0,1
03381.mp4,0,-1,0,0.91,0,0,-1,-1,0,0,0,4
03383.mp4,-1,-1,0,0,-1,-1,0,-1,-1,0.65,0,10
03385.mp4,0.83,-1,0,0,-1,-1,0,-1,0,0,0,1
03386.mp4,0.89,-1,0,0,0,0,-1,-1,-1,0,0,1
03388.mp4,0.67,-1,0,0,-1,0,0,0,-1,0,0,1
03390.mp4,-1,0,0,0.8,-1,0,-1,-1,-1,0,0,4
03392.mp4,0,0,0,0.82,0,-1,-1,-1,-1,-1,0,4
03394.mp4,0,0,0,0.92,0,0,-1,0,0,0,0,4
03397.mp4,0,0,0,0.88,0,0,-1,0,-1,0,0,4
03398.mp4,0,0,0,0.9,0,0,-1,0,0,-1,0,4
03399.mp4,-1,0,0,0.8,0,0,-1,-1,0,-1,-1,4
03400.mp4,0,0,0,0.74,-1,0,-1,-1,-1,0,0,4
03401.mp4,0,-1,0,-1,0,0,0.79,-1,-1,0,0,7
03402.mp4,0.77,-1,0,0,-1,0,0,-1,0,-1,0,1
03404.mp4,0,-1,0,0.88,-1,0,-1,-1,-1,0,0,4
03405.mp4,-1,0,0,-1,0.96,0,-1,-1,-1,0,0,5
03406.mp4,0,0,0,0.86,0,0,-1,0,-1,0,0,4
03407.mp4,0,-1,0,0.73,0,0,-1,-1,0,0,0,4
03408.mp4,-1,-1,0,0.82,-1,0,-1,-1,0,0,0,4
03409.mp4,-1,-1,0,0,0,0.87,-1,0,0,-1,-1,6
03410.mp4,0,0,0.83,0,0,0.81,0.77,0,0,-1,0,3
03411.mp4,0,-1,0,0.81,0,0,-1,-1,0,0,0,4
03412.mp4,0,0,-1,0,0,0.9,-1,0,0,-1,-1,6
03414.mp4,0,0,-1,0,-1,-1,0.72,0,-1,-1,0,7
03416.mp4,0.87,-1,0,-1,-1,0,-1,-1,0,0,0,1
03418.mp4,0.89,0.62,0,0,0,0,0,0,0,0,-1,1
03419.mp4,0.91,0.64,0,0,0,0,0,-1,0,0,-1,1
03421.mp4,-1,0,0,-1,0.91,0,0,0,-1,0,0,5
03422.mp4,0.75,-1,-1,-1,0,0,-1,0,-1,-1,0,1
03423.mp4,0,0,0,0.9,0,0,0.57,-1,0,0,0,4
03425.mp4,0,0,0,0.85,0,0,-1,0,0,0,0,4
03429.mp4,-1,-1,0,-1,0,-1,-1,0,-1,0.8,-1,10
03430.mp4,0,0,0.69,0,0,-1,0.93,0,-1,-1,0,7
03431.mp4,0,0,-1,0,0,0.72,0.8,0,-1,0,0,7
03432.mp4,0,-1,0,0.79,0,-1,-1,0,-1,-1,0,4
03434.mp4,0,0,-1,-1,0.9,0,-1,-1,0,-1,0,5
03435.mp4,0,-1,0,0,-1,0,0,-1,0.85,-1,0,9
03436.mp4,0,-1,0,0.85,-1,0,-1,-1,-1,0,0,4
03437.mp4,0,-1,0,0.83,0,0,-1,-1,0,0,0,4
03438.mp4,-1,-1,0,0,0.92,0,0,-1,0,0,-1,5
03439.mp4,0,-1,-1,0,0,-1,0,0,0.9,-1,0,9
03440.mp4,0,0,0,0.86,0,0,-1,-1,-1,0,0,4
03441.mp4,0,-1,0,0,0.92,0,0,-1,-1,0,-1,5
03444.mp4,0.87,-1,0,0,-1,-1,0,0,0,-1,-1,1
03445.mp4,0,0,-1,0,-1,-1,0,0,-1,0.72,-1,10
03446.mp4,0,0,0,0,0.97,-1,0,-1,-1,0,0,5
03448.mp4,0,0,0,0.84,-1,0,-1,0,-1,0,0,4
03449.mp4,0,-1,0,-1,-1,0,-1,0.66,-1,0,0,8
03458.mp4,0,-1,0.87,0,0,-1,-1,0,-1,-1,0,3
03459.mp4,-1,0,0,0,0.97,0,0,0,-1,-1,-1,5
03460.mp4,-1,-1,-1,0,-1,0.7,0,0,-1,-1,-1,6
03461.mp4,-1,-1,-1,0,-1,-1,0.86,0,-1,0,0,7
03462.mp4,0,0,-1,0.88,0,0,-1,0,0,0,0,4
03467.mp4,-1,0.74,-1,0,-1,-1,-1,0,0.88,-1,0,9
03469.mp4,-1,0,-1,0,0,0.86,-1,0,0,-1,0,6
03470.mp4,0,0,-1,0,0,0.77,0,0,0.8,-1,-1,9
03471.mp4,0,0,-1,-1,0,-1,0.74,0,0,-1,0,7
03472.mp4,0,0,0,0.85,0,0,0.74,0,0,0,0,4
03473.mp4,0.8,0.7,0,-1,0,0,0,-1,0,0,0,1
03474.mp4,0.85,0.69,0,0,0,0,0,-1,0,0,0,1
03475.mp4,-1,0,0.84,0,0,-1,-1,0,-1,0,0,3
03476.mp4,0,-1,0.76,0,0,-1,-1,0,0.85,-1,0,9
03477.mp4,0.78,-1,-1,0,0,0,0,0,-1,0,0,1
03478.mp4,-1,0,0,0,0,0.89,0,0,-1,-1,-1,6
03479.mp4,0,0,-1,0,0,0.82,0,0,-1,0.65,-1,6
03480.mp4,0.82,0.58,0,0,0,0,-1,-1,0,0,0,1
03482.mp4,-1,0.62,-1,0,-1,-1,0,0,-1,-1,0,2
03483.mp4,0.8,-1,-1,0,0,-1,0,-1,0,0,0,1
03484.mp4,0,0,0.8,0,-1,0,0,0,-1,-1,0,3
03485.mp4,0.84,-1,-1,0,0,0.83,0,0,-1,-1,-1,1
03486.mp4,0,0,-1,0,0,0.83,0,0,-1,-1,0,6
03487.mp4,0,0,-1,0,0,0.88,0,0,0,-1,0,6
03488.mp4,-1,0,0,0,0,0.85,0,0,0,-1,-1,6
03489.mp4,0.79,0.7,0,0,-1,0,0,-1,0,-1,0,1
03490.mp4,-1,-1,-1,0,0,0.79,0,0,0,-1,0,6
03491.mp4,0,0,0,0.9,0,0,-1,0,0,0,0,4
03494.mp4,0,0,-1,0,-1,-1,-1,0,0.9,-1,0,9
03495.mp4,0,0,0,0.78,-1,-1,-1,0,0,-1,0,4
03497.mp4,0,-1,0,0.83,-1,0,-1,-1,0,0,0,4
03499.mp4,0,-1,0.78,0,0,0,-1,0,0.8,0,0,9
03500.mp4,-1,-1,-1,0,-1,0,-1,0,0.77,-1,0,9
03501.mp4,0,-1,0,0.88,-1,0,-1,-1,0,0,0,4
03502.mp4,0,0,0,0,0.95,-1,0,-1,-1,-1,0,5
03503.mp4,0.87,0.65,-1,0,0,0,0,0,-1,0,0,1
03506.mp4,0,-1,0,0.87,0,0,-1,0.7,0,0,0,4
03507.mp4,0,0,0,0.86,-1,0,-1,-1,0,0,0,4
03509.mp4,-1,0,0,0.83,-1,0,-1,-1,0,0,0,4
03511.mp4,0,0,0,0,0.97,-1,0,0,-1,-1,0,5
03513.mp4,-1,-1,0,0.87,0,0,0.61,-1,0,0,0,4
03514.mp4,0,-1,-1,0,0,-1,0,-1,-1,0.6,-1,10
03515.mp4,0,0,0,0.85,0,0,0.71,0,0,0,0,4
03516.mp4,-1,0,0,0,0.9,0,0,-1,-1,0,0,5
03517.mp4,0,-1,0,-1,-1,0,0,0.87,0,-1,0,8
03518.mp4,0,-1,0,0,0.88,-1,0,-1,-1,0,0,5
03519.mp4,0,0,0,0.88,0,0,0.61,0,0,0,0,4
03520.mp4,0.84,0.68,0,0,0,0,0,-1,0,0,0,1
03521.mp4,0,-1,0.73,0,0,-1,-1,0,-1,-1,0,3
03522.mp4,-1,0,-1,0,0,-1,0,-1,0.88,0,0,9
03523.mp4,0,0,-1,0.83,0,-1,-1,-1,-1,0,0,4
03524.mp4,-1,-1,0.76,0,0,-1,-1,0,-1,-1,0,3
03529.mp4,0,0,0.63,0,-1,-1,0,0,0.9,-1,0,9
03530.mp4,0,0,0,0.81,0,-1,-1,0,-1,-1,0,4
03531.mp4,0,0,0,0.76,0,0,-1,0,0.82,0,0,9
03533.mp4,-1,0,0,0,-1,0.73,0,0,-1,-1,0.87,11
03536.mp4,0,0,0,0.88,0,0,-1,-1,0,0,0,4
03537.mp4,-1,-1,0,-1,0,0,0,0.8,0,0,-1,8
03538.mp4,-1,0.68,0,0,0,0,-1,0.82,-1,-1,0,8
03539.mp4,0,-1,0,0.87,0,0,-1,0,0,0,0,4
03540.mp4,0,0,0,0.89,0,0,-1,-1,-1,0,0,4
03541.mp4,0,0,-1,0,0,0.89,-1,0,0.57,-1,-1,6
03542.mp4,0,-1,-1,0,0,0.86,0,0,-1,0.68,-1,6
03543.mp4,0.81,0.61,0,0,0,0,-1,-1,0,0,0,1
03556.mp4,-1,0,0,0.85,-1,0,-1,-1,0,0,0,4
03557.mp4,0,0,0,-1,1,0,0,0,-1,-1,0,5
03561.mp4,0,-1,0,-1,0,0.85,0,-1,0,0.65,-1,6
03563.mp4,-1,-1,0,0.82,0,-1,-1,0.8,0,0,0,4
03564.mp4,0,-1,-1,0,-1,-1,0,0,-1,0.8,0,10
03565.mp4,0,0,-1,0,0,0.82,0,0,-1,0.6,0,6
03566.mp4,-1,0,0,0,0,0.86,0,0,-1,0.65,-1,6
03567.mp4,0,0,0.6,0,0,-1,-1,0,0.72,-1,0,9
03569.mp4,0,0,0,0.89,0,0,-1,0,0,0,-1,4
03570.mp4,0,0,0,0.9,0,-1,-1,-1,0,0,0,4
03571.mp4,0.8,-1,-1,0,-1,-1,0,-1,0,0,0,1
03572.mp4,-1,0.71,0,-1,-1,0,0,0.77,0,-1,0,8
03573.mp4,0,0,0,0.89,0,0,-1,-1,0,0,0,4
03574.mp4,0,-1,0,0.92,0,0,-1,-1,-1,0,0,4
03575.mp4,0,0,0.77,-1,0,0,0.88,0,0,0,0,7
03583.mp4,-1,-1,0,0,0,-1,0,0,-1,0.74,-1,10
03585.mp4,-1,0,0,0,0,-1,0.74,-1,-1,-1,0,7
03586.mp4,0,-1,0,0.82,0,-1,0,-1,-1,-1,0,4
03587.mp4,0,0.72,0,0,0,-1,0,-1,-1,0.7,0,2
03589.mp4,0,0,0,0,-1,-1,0,0,-1,-1,0.83,11
03590.mp4,0,0,0,0.89,0,0,0.64,0,0,0,0,4
03591.mp4,0,0.8,0,-1,0,0,-1,-1,-1,-1,0,2
03592.mp4,0,0,0,0.89,0,0,-1,-1,0,0,0,4
03593.mp4,0,0,0,0.9,0,0,-1,0,-1,0,0,4
03595.mp4,0,0,-1,0,0,0.9,0,-1,-1,-1,0,6
03596.mp4,0,0,0,0.85,0,0,-1,-1,0,-1,0,4
03597.mp4,0,0,0,0.91,0,0,-1,-1,0,0,0,4
03598.mp4,0,-1,0,0.91,0,0,-1,-1,0,0,0,4
03599.mp4,0,-1,0.7,0,0,0,0.89,0,0.6,0,0,7
03603.mp4,0,0,0.82,0,0,0,0.79,0,-1,0,0,3
03604.mp4,0,0,0.68,0,0,0,0.85,0,-1,0,0,7
03605.mp4,0,-1,0,0,0.99,0,0,-1,0,-1,0,5
03606.mp4,-1,-1,0,-1,0.93,0,0,-1,0,-1,0,5
03608.mp4,-1,-1,0,0,0,-1,0,0,-1,0.75,-1,10
03609.mp4,-1,0,0,-1,0.99,0,-1,-1,0,0,0,5
03610.mp4,0,-1,0,0,0.98,-1,0,0,-1,-1,0,5
03611.mp4,0,0,0,0,0.9,-1,0,-1,-1,0,-1,5
03613.mp4,0,0,-1,0.82,0,0,-1,0,-1,-1,0,4
03614.mp4,0,0,0,0.85,0,0,-1,0,0,-1,0,4
03615.mp4,0,0,0,0,0.99,0,0,0,0,0,0,5
03616.mp4,0,0,0,0,-1,-1,0,0,0,0.8,0.85,11
03617.mp4,0,-1,0,0,0.94,-1,0,-1,0,0,0,5
03618.mp4,-1,-1,0,0,1,0,0,-1,0,0,0,5
03619.mp4,0,-1,0,0,0.94,-1,0,0,-1,0,0,5
03621.mp4,0,0,0,0,0.99,-1,0,0,-1,0,-1,5
03622.mp4,0.77,-1,0,0,-1,-1,-1,-1,-1,0,-1,1
03623.mp4,0.82,-1,-1,0,0,-1,0,0,-1,-1,0,1
03624.mp4,0,0,0,0.82,0.84,0,-1,0,0,0,0,5
03625.mp4,0,-1,0,0,0,0,-1,0.74,0,0,0,8
03627.mp4,-1,-1,-1,0,0.88,0,-1,0,-1,0,0,5
03628.mp4,-1,-1,0,0,0.93,0,0,-1,-1,0,0,5
03632.mp4,0,-1,-1,0,-1,0.78,-1,0,-1,0.57,0,6
03633.mp4,0,0,0,0.9,0,0,-1,-1,0,0,0,4
03634.mp4,-1,0.7,0,0,-1,0,0,0.7,0,-1,0,8
03635.mp4,0,-1,0,0,0.9,0,0,-1,-1,0,0,5
03636.mp4,0.89,0.63,0,0,0,0,0,-1,0,0,0,1
03637.mp4,0,0.7,0,-1,0,-1,-1,-1,0.72,-1,0,9
03638.mp4,-1,-1,0,0.87,0,0,-1,-1,0,0,0,4
03639.mp4,0,0,0,0,0.92,0,0,-1,0,-1,-1,5
03640.mp4,0,0,0,0,-1,0.85,0,-1,-1,-1,-1,6
03641.mp4,0,0,0,0.88,0,0,-1,-1,0,0,0,4
03642.mp4,0,-1,-1,0,0,0.86,0,-1,0,-1,-1,6
03647.mp4,0,-1,0,0,0.96,-1,0,-1,0,-1,0,5
03648.mp4,0,-1,-1,0,-1,-1,0.76,0,-1,0,0,7
03649.mp4,0,0,0,0.89,0,0,-1,-1,0,-1,0,4
03650.mp4,0.92,0.63,0,0,0,0,0,0,0,-1,0,1
03652.mp4,0,-1,0,0,0.93,-1,0,0,0,0,0,5
03653.mp4,0,-1,0,0,0.96,-1,0,-1,-1,-1,0,5
03654.mp4,0,0,0,0.83,0,-1,-1,-1,0,-1,-1,4
03655.mp4,0,-1,0,-1,0.88,0,-1,-1,0,-1,0,5
03656.mp4,0,0,0,-1,0.92,0,-1,-1,-1,0,0,5
03657.mp4,0,-1,0,0,0.96,-1,0,-1,-1,-1,0,5
03658.mp4,0,0,0,0.92,0,0,-1,-1,0,0,0,4
03659.mp4,0.83,-1,0,-1,-1,0,-1,-1,-1,0,-1,1
03660.mp4,-1,-1,0,0,0,-1,0.8,0,-1,0,-1,7
03661.mp4,0,0,0,0.91,-1,0,-1,-1,0,0,0,4
03662.mp4,0.78,-1,-1,0,-1,0,-1,0,0,-1,0,1
03664.mp4,0,0,0,0.8,-1,0,-1,0,-1,0,0,4
03665.mp4,0,0,0,0.86,-1,0,-1,0,0,0,0,4
03667.mp4,0,-1,-1,0,-1,-1,-1,0,0.76,0,0,9
03668.mp4,0,0,0,0.72,0,-1,-1,-1,-1,0,0,4
03670.mp4,0,0,0,0,0,0.78,0,0,-1,-1,-1,6
03671.mp4,0,-1,0,0,0.94,-1,-1,0,0,-1,0,5
03672.mp4,-1,-1,-1,-1,0,0.82,-1,0,0,-1,0,6
03674.mp4,0,-1,0,0.84,0,-1,-1,-1,0,-1,0,4
03676.mp4,0,-1,0,-1,0,-1,0.75,0,-1,-1,0,7
03679.mp4,-1,0,-1,0,-1,0.65,-1,0,-1,0.67,0,10
03681.mp4,-1,0,0,0.84,-1,-1,-1,-1,-1,-1,0,4
03683.mp4,0,0,-1,0,0,0.84,-1,0,0,-1,0,6
03684.mp4,0,0,0.71,0,0,0,0.73,0,-1,-1,0,7
03687.mp4,0,0,0,0.73,-1,-1,-1,0,-1,-1,-1,4
03688.mp4,0,0,0,0.9,-1,0,-1,-1,0,0,0,4
03691.mp4,0,0,0,0.88,0,0,-1,0,0,0,0,4
03692.mp4,0,-1,0,0,0.95,0,0,-1,0,0,0,5
03693.mp4,0,0,-1,0,-1,0,0.73,0,-1,0,0,7
03694.mp4,-1,0,0,0.7,0,-1,0,0,-1,-1,0,4
03696.mp4,0,0,0,0.88,-1,0,-1,-1,0,0,0,4
03697.mp4,0,0,0,0.89,0,-1,-1,-1,0,0,0,4
03698.mp4,0,-1,0,0.89,0,-1,-1,0,-1,0,0,4
03699.mp4,0,-1,-1,0,0.82,0,-1,0,-1,-1,0,5
03700.mp4,-1,-1,-1,-1,-1,-1,-1,0,0.75,0,-1,9
03702.mp4,0,0,0,0,0,0.79,-1,0,0.82,-1,0.8,9
03703.mp4,-1,-1,0,-1,-1,-1,0,0,0.85,-1,0,9
03705.mp4,-1,-1,0,0,0,-1,-1,0,0.88,-1,0,9
03708.mp4,0,-1,0,0,0.93,0,-1,-1,0,-1,0,5
03709.mp4,-1,0.65,0,0,-1,0,0,-1,-1,0,-1,2
03711.mp4,-1,0,0,0.84,-1,-1,-1,-1,0,0,-1,4
03712.mp4,0,0,0,0,0,0.84,0,0,0.6,0.57,-1,6
03714.mp4,-1,0.79,0,0,0,-1,-1,-1,-1,-1,0,2
03721.mp4,0,-1,0,0.83,-1,-1,-1,-1,0,0,0,4
03723.mp4,0,-1,0,0.9,0,0,-1,-1,0,0,0,4
03724.mp4,-1,-1,-1,0,0,0,0.77,0,-1,0,0,7
03725.mp4,0.86,0.68,0,0,0,0,-1,-1,0,0,0,1
03726.mp4,0,0,0,0.87,0,0,-1,0,0,0,0,4
03727.mp4,-1,-1,0,0,0,0.84,0,0,-1,-1,0,6
03728.mp4,0,0,0,0.93,0,0,-1,0,0,0,-1,4
03730.mp4,0,-1,-1,0,0,0.93,0,0,-1,0.6,0,6
03732.mp4,0,-1,0,-1,0.87,0,-1,-1,0,0,0,5
03734.mp4,0,0,0,0,0.99,-1,0,0,0,0,-1,5
03735.mp4,-1,-1,0,0,-1,-1,0,-1,0.85,-1,-1,9
03736.mp4,0,0,0,0,0.98,-1,0,0,-1,0,0.63,5
03737.mp4,0.73,-1,0,0,-1,0,0,0,-1,0,0,1
03739.mp4,0,-1,0,0,0.88,0,0,-1,-1,-1,0,5
03740.mp4,0,0,0,0.87,-1,0,-1,-1,0,-1,0,4
03742.mp4,0.91,0.7,0,0,0,0,0,0,-1,0,0,1
03745.mp4,-1,0,0,0,0.96,0,0,-1,0,0,0,5
03746.mp4,0,0,-1,0,0,-1,-1,0,0.78,-1,-1,9
03747.mp4,0.92,0.6,0,0,0,0,-1,-1,0,0,-1,1
03750.mp4,0,0,-1,0,0,-1,0,0,0.77,0.72,0,9
03752.mp4,-1,-1,0,0,1,-1,0,0,0,0,-1,5
03754.mp4,0,0,-1,0,-1,-1,-1,0,0.6,0,0,9
03755.mp4,0,0,0.93,0,0,0,0.69,0,-1,0,0,3
03756.mp4,0,0,0.86,0,0,-1,0.83,0,-1,0,0,3
03758.mp4,0,0,0,0.91,-1,0,-1,0,0,0,0,4
03759.mp4,0,-1,0,0,0.94,0,0,0,0,0,-1,5
03760.mp4,0,0,0,0.85,0,0,-1,0,-1,0,0,4
03761.mp4,0,0,0,0.86,0,0,0.96,0,0,0,0,7
03762.mp4,-1,-1,-1,0,0.98,0,0,0,-1,-1,0,5
03763.mp4,0,0,0,-1,0.91,0,-1,0,0,0,0,5
03764.mp4,0,0,0,0.88,0,0,0.78,0,0,0,0,4
03765.mp4,0,0,0,0.86,0,0,-1,0,0,-1,0,4
03766.mp4,0,0,0,-1,0.97,0,-1,0,0,0,0,5
03768.mp4,0,0,0,0,0.91,0,0,0,-1,-1,0,5
03769.mp4,0,0,0,0,0.94,0,0,0,0,-1,0,5
03770.mp4,-1,-1,0,0,0.96,0,0,-1,0,0,0,5
03771.mp4,-1,-1,0,0,0.9,0,0,0,-1,0,0,5
03772.mp4,0,0,0,-1,0.9,0,-1,0,0,0,0,5
03773.mp4,0,0,0,0.8,0.96,0,-1,0,0,0,0,5
03774.mp4,0,0,0,-1,0.97,0,0,-1,0,0,0,5
03775.mp4,0,0,0,0.79,-1,0,-1,0,0,0,0,4
03776.mp4,0,0,0,0,0.95,0,0,0,-1,0,0,5
03777.mp4,0,0,0,0.92,0,0,0.69,0,-1,0,0,4
03778.mp4,-1,-1,0,-1,-1,0,-1,0.78,0,0,0,8
03779.mp4,-1,0.68,0,0,0,0,0,-1,0,-1,-1,2
03781.mp4,0,-1,0,0.89,0,-1,-1,-1,0,-1,0,4
03782.mp4,0,0,-1,0,-1,0,-1,0,0.75,0,0,9
03783.mp4,0,0,0,0.89,-1,0,-1,0,0,0,0,4
03784.mp4,-1,-1,-1,0,0,0,0.72,0,-1,-1,0,7
03785.mp4,0.84,-1,0,-1,-1,-1,-1,-1,0,-1,0,1
03786.mp4,0.83,-1,0,-1,0,-1,-1,-1,0,0,0,1
03797.mp4,0,0,-1,0,-1,-1,0,0,-1,0.72,-1,10
03798.mp4,0,0,0,0,-1,-1,-1,-1,0.7,0,0,9
03799.mp4,0,0,0.72,0,0,0,-1,0,-1,-1,0,3
03801.mp4,0,0,0,0.87,-1,0,-1,0,-1,0,0,4
03802.mp4,-1,-1,0,0,0,-1,0.69,0,-1,-1,0,7
03803.mp4,0,0,-1,-1,-1,0,0,0,0.8,-1,-1,9
03804.mp4,0,-1,-1,0,0,0.77,-1,0,-1,-1,0,6
03805.mp4,0.79,0.56,0,0,0,-1,-1,-1,-1,0,0,1
03809.mp4,0,0,0,0.9,0,0,-1,-1,0,0,0,4
03810.mp4,0.81,-1,-1,0,0,-1,0,-1,0,-1,0,1
03812.mp4,0.83,0.69,0,0,0,0,-1,0,0,0,0,1
03815.mp4,-1,-1,0,0,-1,-1,-1,-1,0.82,-1,0,9
03817.mp4,-1,-1,0,0,0.94,0,0,-1,0,-1,-1,5
03818.mp4,0,0,-1,0,0.95,-1,0,0,0,-1,0,5
03819.mp4,0,0,0,0,0.93,-1,0,-1,-1,-1,0,5
03820.mp4,0,0,0,0,-1,0.78,0,0,-1,-1,-1,6
03821.mp4,0,0,0,-1,-1,-1,-1,0,0,-1,0.67,11
03822.mp4,0,-1,0,0.64,-1,0,-1,0.75,0,0,0,8
03824.mp4,0,0,0,0.84,0,0,-1,0,0,0,0,4
03826.mp4,0,-1,0,0,0,0.76,0,0,0,-1,-1,6
03827.mp4,0,-1,0,0.87,0,0,-1,-1,0,0,0,4
03828.mp4,0,-1,0,0,0.86,0,-1,-1,0,0,-1,5
03829.mp4,0,0,0,0.87,-1,0,-1,-1,0,0,-1,4
03830.mp4,-1,-1,0,-1,0.88,-1,-1,-1,0,-1,-1,5
03832.mp4,0,0,0,0.92,0,0,-1,0,0,0,0,4
03833.mp4,0,-1,0,0.8,0,0,-1,-1,0,-1,0,4
03834.mp4,0,0,0,0.9,0,0,-1,0,0,0,0,4
03835.mp4,0,-1,0,0.9,0,0,-1,0,0,-1,0,4
03836.mp4,0,0,0,0.92,0,0,-1,0,0,0,0,4
03837.mp4,0,0,0,-1,0.84,0,0,-1,0,0,0,5
03838.mp4,0.8,-1,0,-1,0,0,-1,-1,0,0,0,1
03839.mp4,-1,-1,0,0.89,0,0,-1,-1,0,-1,0,4
03840.mp4,0,0,0,0,1,0,0,0,0,0,0,5
03841.mp4,0,0,0,0.77,-1,0,-1,-1,0,0,0,4
03842.mp4,-1,0.71,0,0,0,-1,-1,0,-1,-1,-1,2
03843.mp4,0,0,0,0.86,-1,0,-1,0,0,0,0,4
03845.mp4,0,0,0,0.81,0,0,-1,0,0.6,-1,0,4
03846.mp4,0,-1,0,0.8,-1,0,-1,0,-1,0,0,4
03847.mp4,0,0,0,0.91,-1,0,-1,0,0,0,0,4
03849.mp4,0,0,0,0.92,0,0,-1,0,0,0,0,4
03850.mp4,0,0,0,-1,0.95,0,0,0,0,0,0,5
03851.mp4,0,0,0,-1,0.94,0,0,0,-1,0,0,5
03852.mp4,0,-1,0,-1,1,-1,-1,0,-1,-1,0,5
03853.mp4,0,0,0,-1,0.92,0,-1,0,0,0,0,5
03855.mp4,0,0,0,0.9,0,0,-1,0,0,0,0,4
03856.mp4,0,0,0,0.74,-1,0,-1,-1,0,0,0,4
03857.mp4,0,-1,-1,0,0,-1,0.8,0,-1,-1,0,7
03859.mp4,0,0,0,-1,0.96,0,-1,-1,0,0,0,5
03860.mp4,0,0,0,0.9,0,0,-1,0,0,0,0,4
03861.mp4,-1,-1,-1,0,0,0,0.79,0,-1,0,0,7
03862.mp4,0.83,-1,-1,0,0,0,-1,0,-1,0,0,1
03863.mp4,-1,-1,0,0.82,0,0,-1,-1,0,0,0,4
03865.mp4,0,-1,0,0,-1,-1,-1,0,0.8,-1,-1,9
03866.mp4,0.73,-1,0,0,-1,0,0,-1,0,0,0,1
03888.mp4,0,-1,0,0,0.99,0,0,0,-1,0,0,5
03889.mp4,0,0,0,0,0.98,0,0,0,0,0,0,5
03890.mp4,0,0,0,0,0.96,-1,0,0,0,-1,0,5
03891.mp4,0,-1,0,0.82,-1,0,-1,-1,0,-1,0,4
03897.mp4,0,-1,-1,0,0.92,0,0,-1,-1,-1,-1,5
03898.mp4,0,-1,0,-1,0.98,0,0,0,-1,-1,0,5
03899.mp4,0,0,0,0,1,0,0,0,-1,0,0,5
03900.mp4,-1,-1,0,-1,0.92,0,0,-1,-1,0,0,5
03901.mp4,0,0,0,0,0.97,-1,0,0,-1,-1,0,5
03902.mp4,0,0,0,0.88,0,0,-1,0,0,0,0,4
03904.mp4,0.77,-1,0,-1,-1,0,-1,-1,0,-1,0,1
03905.mp4,0,0,-1,0,0,-1,0,0,0.79,-1,-1,9
03906.mp4,0,0,-1,0,0,-1,0,0,0.83,-1,-1,9
03907.mp4,0,0,0,0.84,0,0,-1,-1,0,0,0,4
03908.mp4,0,0,0,0.9,0,0,-1,-1,0,0,0,4
03909.mp4,0,0,0.68,0,-1,-1,0,0,0.78,0,0,9
03910.mp4,0,0,0,0.9,0,0,-1,0,0,0,0,4
03911.mp4,0,-1,0,0,0,0.81,0,-1,0.78,0.73,-1,6
03912.mp4,0,0,0.71,0,-1,0,0,0,0.7,-1,0,3
03913.mp4,0,-1,0,0,1,-1,-1,-1,0,-1,0,5
03914.mp4,0,0,0,0,0.99,0,0,0,0,-1,0,5
03915.mp4,0,-1,-1,0,0.97,-1,-1,0,0,-1,0,5
03917.mp4,0,-1,0,0,0.95,0,0,-1,-1,0,0,5
03918.mp4,0,0,0,0,0.96,0,0,0,-1,0,0,5
03919.mp4,0,0,-1,0,0.97,-1,-1,0,0,-1,0,5
03920.mp4,-1,-1,0.73,0,0,0,-1,0,0.76,0,0,9
03921.mp4,-1,0,0.74,0,0,0,0.68,0,-1,-1,0,3
03922.mp4,-1,-1,-1,0,-1,0.71,0,0,0,-1,0,6
03923.mp4,0,0,0,0.86,0,0,-1,-1,0,0,0,4
03924.mp4,0,0.71,0,0,0,0,-1,0.68,0,-1,0,2
03925.mp4,0,0,0,0.91,0,0,-1,0,0,0,0,4
03926.mp4,0,0,0,0.83,-1,0,-1,-1,0,-1,0,4
03927.mp4,0,-1,0,0,0.98,-1,0,-1,-1,-1,0,5
03928.mp4,0,-1,0,0.89,0,-1,-1,-1,0,-1,0,4
03929.mp4,0.83,0.67,-1,0,0,-1,0,0,0,0,0,1
03930.mp4,0,0,-1,0,0,0.82,0,0,0,-1,-1,6
03931.mp4,-1,0,0,0,0,0.83,-1,-1,0,-1,0,6
03932.mp4,-1,-1,-1,0,-1,-1,0.73,-1,0,0,0,7
