clip,anger(1),disgust(2),fear(3),happiness(4),neutral(5),sadness(6),surprise(7),contempt(8),anxiety(9),helplessness(10),disappointment(11),multi_label
06995.mp4,-1,-1,0,0,0,0.91,0,0,-1,0.65,0,"6,10"
06996.mp4,0.9,0.66,0,0,0,0,0,0,0,0,-1,"1,2"
06998.mp4,0.86,-1,0,0,0,0.8,0,0,-1,-1,0,"1,6"
07002.mp4,0.78,0.7,0,0,0,-1,0,-1,0,-1,0,"1,2"
07005.mp4,0.87,0.6,0,0,0,0,0,0,0,0,-1,"1,2"
07006.mp4,0,-1,-1,0,0,0.9,0,0,-1,0.7,-1,"6,10"
07007.mp4,0,0,0,0.73,0,0,0.86,0,0,0,0,"4,7"
07010.mp4,0,0,0.84,0,0,-1,-1,0,0.74,0,0,"3,9"
07012.mp4,0.89,0.64,0,0,0,-1,0,0,-1,0,0,"1,2"
07013.mp4,0,0,0,0,0,0.85,0,0,0,0.68,-1,"6,10"
07014.mp4,0.82,0.65,0,0,0,-1,0,0,0,0,0,"1,2"
07017.mp4,0,0,0,0.73,0,0,0.83,0,-1,-1,0,"4,7"
07019.mp4,0.73,0,0,0,-1,0.75,0,0,-1,0,0,"1,6"
07023.mp4,0.86,0.6,0,0,0,0,0,0,0,0,-1,"1,2"
07024.mp4,0.89,0.7,0,0,0,-1,0,-1,0,0,-1,"1,2"
07025.mp4,0,0,0,0,0,0.89,0,0,-1,0.65,-1,"6,10"
07028.mp4,0.86,-1,0,0,0,0.75,0,-1,0,-1,0,"1,6"
07029.mp4,-1,0,0,0,0,0.85,0,-1,0,0.67,0,"6,10"
07030.mp4,0.82,0.6,0,0,0,-1,0,-1,0,-1,0,"1,2"
07032.mp4,-1,0,0.77,0,0,0,0.72,0,-1,0,0,"3,7"
07033.mp4,0,0,0,0,0,0.89,0,0,0,0.62,0,"6,10"
07034.mp4,0.73,0,0,0,0,0.84,0,-1,0,0,0,"1,6"
07035.mp4,0,0,0,0,0,0.9,0,0,0,0.68,-1,"6,10"
07036.mp4,-1,-1,0,0,0,0.83,0,-1,-1,0.8,-1,"6,10"
07042.mp4,0,0,0,0,0,0.9,-1,0,0,0.72,-1,"6,10"
07046.mp4,0,0,0,0,0,0.87,0,0,-1,0.73,0,"6,10"
07048.mp4,0.89,0.6,0,0,0,-1,0,0,0,0,0,"1,2"
07051.mp4,0.84,0.69,0,0,0,0,0,-1,0,0,0,"1,2"
07053.mp4,0.73,-1,-1,0,0,0.82,-1,0,0,-1,0,"1,6"
07056.mp4,0.88,0.61,0,0,0,-1,0,0,-1,0,0,"1,2"
07057.mp4,-1,-1,0,0,0,0.8,0,-1,0,0.67,-1,"6,10"
07058.mp4,-1,-1,0,0,0,0.85,0,0,0,0.65,0,"6,10"
07059.mp4,0,0,0,0,0,0.9,0,0,0,0.7,0,"6,10"
07060.mp4,-1,0.7,0,0,0,-1,0,-1,0.85,-1,0,"2,9"
07061.mp4,-1,0.83,0,0,0,0,-1,0.7,-1,-1,0,"2,8"
07063.mp4,0,0,0,0,0,0.89,0,0,-1,0.62,0,"6,10"
07066.mp4,-1,0.73,0,0,0,0,0,0.72,0,0,0,"2,8"
07068.mp4,-1,-1,0,0,0,-1,0,-1,0.7,0.62,-1,"9,10"
07071.mp4,-1,0.77,0,0,-1,-1,-1,0.77,0,-1,0,"2,8"
07074.mp4,0,0,0,0,0,0.91,0,0,-1,0.7,0,"6,10"
07075.mp4,-1,-1,0,0,0,0.88,0,-1,0.63,0.6,0,"6,9,10"
07076.mp4,0.85,0.68,0,0,0,0,-1,-1,-1,-1,0,"1,2"
07077.mp4,0,0,0,0,0,0.91,0,0,0,0.65,-1,"6,10"
07078.mp4,-1,-1,0,0,-1,-1,0,0,0.7,0.55,0,"9,10"
07079.mp4,0,0,0,0,0,0.81,0,0,0.7,-1,0,"6,9"
07081.mp4,0,0,0.86,0,0,0,0.75,0,-1,0,0,"3,7"
07082.mp4,0,0,0.73,-1,0,0,0.87,0,0,0,0,"3,7"
07084.mp4,0,-1,0.86,0,0,0,0.81,0,-1,0,0,"3,7"
07085.mp4,0,0,0,0,0,0.88,0,0,-1,0.66,-1,"6,10"
07088.mp4,0.82,0.64,0,0,0,0,0,0,0,0,0,"1,2"
07089.mp4,0.87,0.64,0,0,0,0,0,0,-1,0,0,"1,2"
07093.mp4,0,0,0,0,0,0.91,0,0,0,0.65,0,"6,10"
07095.mp4,0,0,0,0,0,0.89,-1,0,0,0.6,0,"6,10"
07096.mp4,0.84,0.77,0,0,0,0,0,-1,-1,0,0,"1,2"
07098.mp4,0.73,-1,0,0,0,-1,0,-1,0.8,0,0,"1,9"
07099.mp4,-1,0.8,0,0,0,0,0,0.75,0,0,0,"2,8"
07100.mp4,0,-1,-1,0,0,0.77,0,0,0.67,0,0,"6,9"
07101.mp4,0.77,0.78,0,0,0,0,0,-1,-1,0,0,"1,2"
07102.mp4,-1,0.82,0,0,0,-1,0,0.66,-1,-1,0,"2,8"
07103.mp4,0.85,-1,0,0,0,0.79,0,0,-1,-1,0,"1,6"
07105.mp4,0.8,0,0,0,0,0,0.83,0,0,0,0,"1,7"
07106.mp4,0.82,0.76,0,0,0,0,0,-1,-1,0,0,"1,2"
07110.mp4,0.83,0.56,0,0,0,0,0,0,0,0,-1,"1,2"
07111.mp4,0,-1,0.76,0,0,-1,0,0,0.72,0,-1,"3,9"
07112.mp4,0,0,0.82,0,0,-1,-1,0,0.65,-1,0,"3,9"
07113.mp4,0,-1,0.62,0,0,0,0.83,0,0,0,0,"3,7"
07114.mp4,-1,0.8,0,-1,0,0,0,0.78,0,0,0,"2,8"
07115.mp4,0.78,-1,0,0,0,0.86,0,0,0,-1,0,"1,6"
07116.mp4,0.91,0.7,0,0,0,0,0,0,0,0,0,"1,2"
07118.mp4,0,-1,-1,0,0,0.78,0,0,0.82,-1,0,"6,9"
07119.mp4,0.67,0.64,0,0,0,0,-1,-1,-1,-1,0,"1,2"
07121.mp4,0,-1,0,0,0,0,-1,-1,0.7,0.67,-1,"9,10"
07125.mp4,0,-1,0,0,0,0.91,0,0,-1,0.68,0,"6,10"
07126.mp4,-1,-1,0,0,0,0.88,0,0,0,0.62,0,"6,10"
07127.mp4,0.88,0.62,0,0,0,0,0,0,-1,0,0,"1,2"
07129.mp4,0,0,-1,0,0,0.93,0,0,-1,0.65,0,"6,10"
07133.mp4,0.79,-1,0,0,0,0.77,0,0,-1,-1,0,"1,6"
07134.mp4,0,0,0,0,0,0.9,0,0,0,0.7,0,"6,10"
07136.mp4,-1,0.8,0,0,0,0,-1,-1,0,0.68,-1,"2,10"
07137.mp4,0.75,0.74,0,0,0,0,0,-1,0.64,0,0,"1,2,9"
07138.mp4,0,0,0,0,0,0.9,0,0,0,0.62,-1,"6,10"
07139.mp4,0,0,0,0,0,0.9,0,0,-1,0.57,0,"6,10"
07140.mp4,0,0,0.83,0,0,0,0.85,0,0,0,0,"3,7"
07144.mp4,0.91,0.59,0,0,0,0,0,0,0,0,0,"1,2"
07146.mp4,0,0,0,0,0,0.89,0,0,-1,0.68,-1,"6,10"
07147.mp4,0,0,0,0,0,0.92,-1,0,-1,0.7,-1,"6,10"
07150.mp4,0,-1,0,0,0,0.89,0,0,-1,0.72,-1,"6,10"
07151.mp4,0,-1,0,0,0,0.87,-1,0,-1,0.62,-1,"6,10"
07152.mp4,0,-1,0,0,0,0.87,0,0,-1,0.7,-1,"6,10"
07154.mp4,0.86,-1,0,0,0,0.73,0,-1,0,0,0,"1,6"
07155.mp4,0,-1,0,0,0,0.94,0,0,-1,0.65,0,"6,10"
07157.mp4,0.9,0.63,0,0,0,0,0,0,0,0,0,"1,2"
07158.mp4,0.94,0.65,0,0,0,0,0,0,-1,0,0,"1,2"
07159.mp4,0.93,0.7,0,0,0,-1,0,0,-1,0,0,"1,2"
07161.mp4,0,0,0,0,0,0.93,0,0,0,0.68,0,"6,10"
07162.mp4,0,-1,-1,-1,0,-1,0,-1,0.84,0.62,0,"9,10"
07164.mp4,0.9,-1,0,0,0,0,0,0,0.67,0,0,"1,9"
07167.mp4,-1,-1,0.71,0,0,-1,0,0,0.72,-1,0,"3,9"
07168.mp4,0.91,0.62,0,0,0,0,0,0,-1,0,0,"1,2"
07169.mp4,0,0,0,0.7,0,0,0.78,0,-1,0,0,"4,7"
07170.mp4,-1,-1,0,0,0,-1,0.68,0,0.84,0,0,"7,9"
07172.mp4,0,0,0,0.79,0,0,0.87,0,0,0,0,"4,7"
07173.mp4,0,-1,-1,0,0,0,0.81,-1,0.68,0,0,"7,9"
07174.mp4,0,-1,-1,0,0,0.76,-1,0,0.95,-1,0,"6,9"
07176.mp4,0.74,0.7,0,0,0,-1,0,-1,-1,-1,-1,"1,2"
07179.mp4,-1,0.63,0,0,0,-1,0,-1,0.82,-1,-1,"2,9"
07180.mp4,0.92,0.72,0,0,0,0,0,0,-1,0,0,"1,2"
07181.mp4,-1,-1,-1,0,0,0.82,-1,0,0.73,-1,0,"6,9"
07182.mp4,0,0,-1,0,0,0.84,0.92,0,0,-1,0,"6,7"
07183.mp4,0.65,-1,-1,0,0,0,0.81,0,-1,0,0,"1,7"
07184.mp4,-1,0.67,0,0,0,0,0,0.87,0,0,0,"2,8"
07185.mp4,0.79,0.65,0,0,0,0,0,0.83,0,0,0,"1,2,8"
07187.mp4,0,0,-1,0,0,0,0.77,-1,0.82,-1,0,"7,9"
07188.mp4,0,0.6,0,-1,0,0,0,0.84,0,0,0,"2,8"
07189.mp4,-1,0.74,0,0,0,-1,-1,0.76,-1,0,0,"2,8"
07192.mp4,0.94,0.6,0,0,0,0,0,-1,-1,0,0,"1,2"
07196.mp4,0.8,0,-1,0,0,-1,0.9,0,0,0,0,"1,7"
07199.mp4,0,-1,0,0,0,0.93,0,0,-1,0.68,-1,"6,10"
07200.mp4,0,-1,0,0,0,0.85,0,0,0,0.68,-1,"6,10"
07201.mp4,0,0,-1,0,0,0.94,0,0,-1,0.6,-1,"6,10"
07203.mp4,0,0,0,0,0,0.84,0,0,-1,0.75,0,"6,10"
07204.mp4,0,-1,0,0,0,-1,0.84,0,0.68,-1,0,"7,9"
07205.mp4,0.91,0.62,0,0,0,0,-1,0,-1,0,0,"1,2"
07207.mp4,0,-1,0,0,0,0.9,0,0,0.65,-1,-1,"6,9"
07208.mp4,0,0,0,0.73,0,-1,0.84,0,0,0,0,"4,7"
07209.mp4,0,-1,-1,0,0,-1,-1,0,0.68,0.66,0,"9,10"
07212.mp4,-1,-1,0,0,0,0.89,0,0,-1,0.6,0,"6,10"
07213.mp4,0,-1,0.83,0,0,0.85,0,0,0,-1,-1,"3,6"
07214.mp4,0,-1,0,-1,0,0.82,0,-1,0,0.6,-1,"6,10"
07215.mp4,0,0,0.82,0,0,0,0.85,0,-1,-1,0,"3,7"
07216.mp4,0.84,0.66,0,0,0,-1,-1,0,-1,0,0,"1,2"
07217.mp4,0,0,0,0,0,0.94,0,0,-1,0.62,-1,"6,10"
07219.mp4,0,-1,0.7,0,0,-1,-1,0,0.76,-1,0,"3,9"
07221.mp4,-1,0.72,0,0,0,0,0,-1,-1,-1,0.93,"2,11"
07222.mp4,-1,0.77,0,0,0,0,-1,0.64,-1,0,0,"2,8"
07223.mp4,0,-1,0,0,0,-1,0,-1,0,0.78,0.7,"10,11"
07224.mp4,0,-1,0,0,0,0.79,0,0,-1,0.65,0,"6,10"
07227.mp4,-1,0.81,0,0,0,-1,-1,0.74,0,0,0,"2,8"
07228.mp4,0,0,0,0.72,0,0,0.86,0,-1,-1,0,"4,7"
07231.mp4,0,0,-1,0,0,0,0.7,0,0.74,-1,0,"7,9"
07234.mp4,-1,0.79,0,0,0,0,0,0.74,-1,0,0,"2,8"
07236.mp4,-1,0.82,0,0,0,0,-1,-1,0.8,-1,0,"2,9"
07241.mp4,0,0,0.78,0,0,-1,-1,0,0.72,-1,0,"3,9"
07242.mp4,0,0,0,0,0,0.71,-1,0,0,0.66,-1,"6,10"
07243.mp4,0.7,0.74,0,0,0,-1,0,-1,-1,-1,0,"1,2"
07244.mp4,0.8,0.73,0,0,0,0,0,-1,0,0,0,"1,2"
07245.mp4,-1,-1,0,0,0,0.88,0,0,0.76,-1,0,"6,9"
07246.mp4,0,-1,-1,0,0,-1,0.79,0,0.72,-1,-1,"7,9"
07251.mp4,0,-1,0.68,0,0,0,0.86,0,0,0,0,"3,7"
07253.mp4,0.82,0.78,0,-1,0,0,0,-1,-1,-1,0,"1,2"
07255.mp4,0,-1,0,0,0,0.81,0,0,-1,0.68,-1,"6,10"
07256.mp4,0.91,0.63,0,0,0,0,-1,-1,-1,0,0,"1,2"
07258.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.77,0.83,"10,11"
07260.mp4,-1,0.81,-1,0,0,0,0,-1,-1,0.64,0,"2,10"
07261.mp4,0.74,0.76,0,0,0,0,0,-1,-1,-1,-1,"1,2"
07263.mp4,-1,-1,0,0,0,-1,0,-1,-1,0.76,0.83,"10,11"
07265.mp4,0,0.82,0,-1,0,0,-1,0.68,-1,-1,0,"2,8"
07267.mp4,0,-1,0,0,0,0.72,-1,0,0.64,0.65,-1,"6,9,10"
07268.mp4,0.81,0.68,0,0,0,-1,0,-1,-1,0,-1,"1,2"
07269.mp4,0,0,0,0,0,0.89,0,0,0,0.7,-1,"6,10"
07271.mp4,0.84,0.64,0,0,0,0,-1,-1,0,0,0,"1,2"
07275.mp4,0,0.76,0,0,0,0.92,0,0,-1,-1,0,"2,6"
07277.mp4,0.92,0.76,0,0,0,0,0,0,-1,0,0,"1,2"
07278.mp4,-1,0.75,0,0,0,-1,0,0.76,-1,0,0,"2,8"
07280.mp4,0,0.76,0,0,0,-1,-1,-1,0.6,-1,0,"2,9"
07281.mp4,0.92,0.73,0,0,0,0,0,-1,-1,0,0,"1,2"
07283.mp4,0.88,0.7,0,0,0,-1,0,0,-1,0,0,"1,2"
07284.mp4,0,-1,0,0,0,0.85,0,0,-1,0.67,-1,"6,10"
07286.mp4,-1,0.79,0,0,0,0,0.81,0,-1,0,0,"2,7"
07288.mp4,0.86,0.65,0,0,0,0,0,0,-1,0,-1,"1,2"
07289.mp4,0,0,-1,0,0,-1,0.82,0,0.83,-1,0,"7,9"
07291.mp4,0,-1,0,0,0,0,0.8,-1,0.62,-1,-1,"7,9"
07293.mp4,-1,0.87,0,0,0,0,0.86,-1,-1,-1,0,"2,7"
07295.mp4,0,-1,0,-1,0,0,-1,-1,0.89,0.68,0,"9,10"
07296.mp4,0.9,0.72,0,0,0,-1,0,-1,-1,0,0,"1,2"
07298.mp4,0,0,0,0,0,0.83,0,0,-1,0.64,-1,"6,10"
07299.mp4,0,-1,0,0,0,0,0.9,-1,0.64,-1,0,"7,9"
07300.mp4,0,0,0,0,0,0.94,0,0,-1,0.7,-1,"6,10"
07302.mp4,-1,0.8,0,0,0,0,0,0.82,-1,0,0,"2,8"
07303.mp4,0,0.74,0,0,0,-1,0.87,-1,-1,0,0,"2,7"
07309.mp4,-1,0.66,-1,-1,0,0,0.81,0,0,0,0,"2,7"
07310.mp4,0.83,0.8,0,0,0,0,0,-1,0,0,0,"1,2"
07314.mp4,0.86,0.72,0,0,0,0,0,0,-1,0,-1,"1,2"
07318.mp4,0.79,0.76,0,0,0,0,0,-1,-1,0,0,"1,2"
07319.mp4,0.76,-1,0,0,0,0,-1,-1,0.82,-1,-1,"1,9"
07321.mp4,0,-1,0,0,0,-1,0,-1,0.83,0.73,0.93,"9,10,11"
07323.mp4,-1,0.72,0,0,0,-1,0,-1,-1,0.7,-1,"2,10"
07324.mp4,0.85,0.75,0,0,0,0,0,-1,-1,0,-1,"1,2"
07326.mp4,0,-1,-1,0,0,-1,-1,-1,0.86,0.6,0,"9,10"
07328.mp4,-1,0.84,0,0,0,0,0,0.7,-1,0,-1,"2,8"
07329.mp4,0.89,0.66,0,0,0,-1,0,-1,-1,0,-1,"1,2"
07331.mp4,-1,-1,0,0,0,0.84,0,0,-1,0.65,-1,"6,10"
07332.mp4,0,0,0,0,0,0.77,0,0,-1,0.82,0.83,"6,10,11"
07334.mp4,0,-1,0,-1,0,0.91,0,0,-1,0.57,-1,"6,10"
07337.mp4,0,-1,0,-1,0,-1,0,-1,-1,0.84,0.83,"10,11"
07338.mp4,0.89,0.76,0,0,0,0,0,-1,-1,-1,0,"1,2"
07340.mp4,-1,0.68,0,0,0,0,0,-1,0,0.8,-1,"2,10"
07342.mp4,0.85,-1,0,0,0,-1,0,-1,-1,0.78,-1,"1,10"
07347.mp4,0.89,0.73,0,0,0,0,0,-1,-1,0,0,"1,2"
07348.mp4,0.8,0.8,0,-1,0,0,0,-1,-1,-1,0,"1,2"
07350.mp4,0,-1,0,0,0,0,0,-1,0.73,0.82,-1,"9,10"
07352.mp4,-1,0.84,0,0,0,0,-1,-1,-1,0.72,0,"2,10"
07353.mp4,0,-1,-1,0.69,0,-1,0.84,-1,-1,-1,0,"4,7"
07354.mp4,0,0,0,0.77,0,0,0.91,0,0,0,0,"4,7"
07355.mp4,0,0,-1,0.79,0,0,0.92,-1,0,-1,0,"4,7"
07356.mp4,0,0,0,0,0,0.84,0,0,0.8,0.6,-1,"6,9,10"
07362.mp4,0,-1,0,0,0,0.85,0,-1,-1,-1,0.77,"6,11"
07368.mp4,0,-1,-1,0,0,0.81,0.9,0,-1,0,0,"6,7"
07372.mp4,0,0,0.86,0,0,0,0.7,0,0,0,0,"3,7"
07373.mp4,0,0,0,0,0,0.88,-1,0,-1,0.73,-1,"6,10"
07375.mp4,0.77,0.7,0,0,0,0,-1,-1,-1,0,-1,"1,2"
07377.mp4,0,0,0,0.78,0,0,0.85,0,0,0,0,"4,7"
07378.mp4,0,-1,0,0,0,0.88,0,0,0.68,-1,0,"6,9"
07379.mp4,0.81,0.71,0,0,0,-1,0,-1,0,0,-1,"1,2"
07380.mp4,-1,0.73,0,0,0,0,0,-1,0.82,0,0,"2,9"
07382.mp4,0.7,0.72,0,0,0,0,-1,-1,-1,-1,0,"1,2"
07383.mp4,-1,-1,-1,0,0,-1,0.78,0,0.77,-1,0,"7,9"
07384.mp4,0,-1,-1,0,0,0.76,-1,0,0.82,0.6,0,"6,9,10"
07385.mp4,0.8,0.7,0,0,0,0,0,0,0.8,-1,-1,"1,2,9"
07386.mp4,-1,-1,-1,0,0,0.8,0,-1,0.85,-1,-1,"6,9"
07387.mp4,0,-1,0.77,0,0,-1,0,0,0.79,-1,0,"3,9"
07389.mp4,0,-1,-1,0,0,0,0.84,0,0.7,-1,0,"7,9"
07392.mp4,0,0,0.79,0,0,0,0.92,0,0.65,0,0,"3,7,9"
07393.mp4,0.81,0.71,0,0,0,0,0,-1,-1,0,0,"1,2"
07394.mp4,0,0.7,0,0,0,-1,0,0,0.87,-1,0,"2,9"
07397.mp4,0,-1,-1,0,0,0.86,0,0,0.72,-1,0,"6,9"
07398.mp4,0.87,0.62,0,0,0,0,0,0,-1,0,-1,"1,2"
07399.mp4,0,-1,0,0,0,0.7,0,-1,0.82,0.66,0,"6,9,10"
07400.mp4,0,0,0.86,0,0,0,0.91,0,0,0,0,"3,7"
07401.mp4,-1,0.76,0,0,0,0,-1,0.78,-1,-1,0,"2,8"
07402.mp4,0.9,0.77,0,0,0,0,0,-1,-1,0,0,"1,2"
07403.mp4,0,-1,0.7,0,0,0.75,-1,0,0.8,-1,0,"3,6,9"
07404.mp4,-1,0.81,0,0,0,0,0,-1,-1,0.72,0,"2,10"
07405.mp4,0.89,0.6,0,0,0,0,0,-1,-1,0,-1,"1,2"
07406.mp4,0,0,0,0,0,-1,0,0,0.84,0.72,0,"9,10"
07407.mp4,0,0,-1,0,0,0.93,-1,0,-1,0.7,-1,"6,10"
07411.mp4,0,-1,0,-1,0,0.93,0,0,-1,0.66,0,"6,10"
07413.mp4,-1,0.8,0,0,0,0,0,0.78,0,-1,0,"2,8"
07414.mp4,0,0,0.68,0,0,0,0.92,0,-1,0,0,"3,7"
07416.mp4,0,-1,-1,0,0,-1,0.82,0,0.78,-1,0,"7,9"
07419.mp4,0.88,-1,0,0,0,0,0,-1,0.73,-1,-1,"1,9"
07422.mp4,0.86,0.78,0,0,0,0,0,-1,-1,0,-1,"1,2"
07423.mp4,0,0,0.8,0,0,-1,0.9,0,-1,0,0,"3,7"
07425.mp4,0,0,-1,0,0,0.76,-1,0,0.75,0.7,-1,"6,9,10"
07426.mp4,0.77,0.62,0,0,0,0,0,0,0.77,-1,-1,"1,2,9"
07428.mp4,0,0.8,0,0,0,0,0,0.8,0,-1,0,"2,8"
07429.mp4,0,0,0,0.67,0,0,0.88,0,0,0,0,"4,7"
07430.mp4,0.62,0.85,0,0,0,0,0,-1,-1,0,0,"1,2"
07431.mp4,-1,0,-1,0,0,-1,0,0,0.73,0.72,-1,"9,10"
07432.mp4,0.74,0.8,0,0,0,0,0,-1,-1,-1,0,"1,2"
07434.mp4,0,-1,0,0,0,-1,-1,0,0.72,0.78,-1,"9,10"
07435.mp4,0,0,-1,0.78,0,0,0.86,0,0,0,0,"4,7"
07436.mp4,0.7,0.81,0,0,0,0,-1,-1,-1,0,0,"1,2"
07437.mp4,0.8,0.72,0,0,0,0,0,-1,-1,-1,-1,"1,2"
07440.mp4,0,-1,0.66,0,0,0,-1,0,0.74,0,0,"3,9"
07441.mp4,0.81,-1,-1,0,0,-1,0,0,0.8,0,0,"1,9"
07443.mp4,0.85,0.66,0,0,0,0,0,-1,0,0,0,"1,2"
07445.mp4,0.9,0.65,0,0,0,0,0,0,-1,0,0,"1,2"
07447.mp4,-1,0.82,0,-1,0,0,0,0.86,0,0,-1,"2,8"
07448.mp4,-1,-1,0,0,0,-1,-1,-1,0.85,0.77,0,"9,10"
07450.mp4,0,-1,0,0,0,0.67,0,0,-1,0.8,0.82,"6,10,11"
07452.mp4,0,0,-1,0,0,0.77,0,0,0.79,-1,0,"6,9"
07453.mp4,0.9,0.68,0,0,0,0,0,0,-1,0,0,"1,2"
07454.mp4,0.79,0.8,0,0,0,0,0,-1,-1,-1,0,"1,2"
07456.mp4,0,-1,0,0,0,0,0,-1,0.76,0.75,0,"9,10"
07457.mp4,0.84,0.8,0,0,0,0,0,0.72,-1,0,0,"1,2,8"
07459.mp4,0.75,0.7,0,0,0,0,-1,-1,-1,0,0,"1,2"
07460.mp4,-1,0.86,0,0,0,-1,-1,0.74,-1,-1,0,"2,8"
07461.mp4,0.73,-1,-1,0,0,-1,0,0,0.88,-1,0,"1,9"
07462.mp4,0.8,0.9,0,0,0,-1,0,-1,-1,-1,0,"1,2"
07465.mp4,-1,0.78,0,0,0,-1,0,-1,-1,0.82,0,"2,10"
07467.mp4,0.75,0.78,-1,0,0,-1,-1,-1,0.73,0,-1,"1,2,9"
07469.mp4,0,0,0.76,0,0,0,0.71,0,-1,-1,0,"3,7"
07470.mp4,0.94,0.8,0,0,0,0,0,0,-1,0,0,"1,2"
07471.mp4,0.84,0.76,0,0,0,0,0,-1,-1,0,0,"1,2"
07472.mp4,-1,0.89,0,0,0,0,-1,0.72,-1,-1,0,"2,8"
07473.mp4,0.92,0.66,0,0,0,0,0,0,-1,0,0,"1,2"
07478.mp4,-1,0.82,0,0,0,0,0,-1,0.7,-1,-1,"2,9"
07479.mp4,-1,0,-1,0,0,0.84,0,0,0.82,0.75,-1,"6,9,10"
07480.mp4,-1,-1,0.78,0,0,0,0.82,0,-1,0,0,"3,7"
07482.mp4,-1,-1,0.77,0,0,0.83,0,0,-1,-1,0,"3,6"
07484.mp4,0,0,-1,0,0,0,0.91,0,0.6,0,0,"7,9"
07485.mp4,0,0,-1,0,0,0,0.85,-1,0.7,0,0,"7,9"
07486.mp4,0,-1,0,0,0,0.78,0,0,0.82,-1,-1,"6,9"
07487.mp4,0.64,-1,0,0,0,-1,0,0,0.86,-1,-1,"1,9"
07488.mp4,0,0,0.73,0,0,-1,0.83,0,-1,0,0,"3,7"
07490.mp4,0.7,-1,-1,0,0,-1,-1,0,0.8,-1,0,"1,9"
07494.mp4,0.82,0.76,0,0,0,0,0,-1,-1,0,0,"1,2"
07497.mp4,0.84,-1,0,0,0,0.83,0,-1,-1,0,-1,"1,6"
07500.mp4,-1,0.87,0,0,0,-1,0,-1,0.78,-1,0,"2,9"
07501.mp4,0,0,0,0,0,0.91,0,0,-1,0.62,0,"6,10"
07502.mp4,-1,-1,0,0,0,-1,0,0,0.81,0.67,-1,"9,10"
07504.mp4,-1,0,0,0,0,-1,0,-1,0.73,0.68,0.82,"9,10,11"
07507.mp4,0.71,0.69,0,0,0,-1,0,-1,-1,0,0,"1,2"
07508.mp4,0,-1,-1,0,0,-1,0.78,0,0.72,-1,0,"7,9"
07511.mp4,-1,-1,0.75,0,0,-1,0,-1,0.75,-1,0,"3,9"
07512.mp4,0,-1,0,0,0,0.89,0,0,-1,0.62,-1,"6,10"
07513.mp4,0,0.78,0,-1,0,-1,0,0.77,0,-1,0,"2,8"
07514.mp4,-1,-1,0,0,0,0.83,0,0,0.77,-1,-1,"6,9"
07515.mp4,0,-1,-1,0,0,-1,0.78,-1,0.78,-1,0,"7,9"
07516.mp4,-1,0.73,0,0,0,0,0,-1,-1,0.72,-1,"2,10"
07517.mp4,0.73,-1,0,0,0,0,-1,-1,0.7,-1,0,"1,9"
07518.mp4,0,-1,0.68,0,0,0,0.78,0,-1,-1,0,"3,7"
07523.mp4,0.71,0.73,0,0,0,0,0,-1,-1,-1,-1,"1,2"
07527.mp4,0.68,0.69,0,0,0,0,0,-1,-1,0,0,"1,2"
07529.mp4,0,-1,0,0,0,-1,0.75,-1,0.62,0,0,"7,9"
07531.mp4,0,0.76,0,0,0,0,0,0.82,-1,-1,-1,"2,8"
07532.mp4,-1,-1,0,0.73,0,-1,0.78,0,0,0,0,"4,7"
07535.mp4,-1,-1,-1,0,0,0,0.74,0,0.79,-1,0,"7,9"
07536.mp4,-1,0.83,0,0,0,-1,0,0.68,-1,0,-1,"2,8"
07539.mp4,0,0,0.87,0,0,0.68,-1,0,-1,0,0,"3,6"
07540.mp4,0,-1,0.87,-1,0,-1,0.74,0,-1,0,0,"3,7"
07543.mp4,0,0,0.71,0,0,-1,-1,0,0.7,-1,0,"3,9"
07545.mp4,0,0,0.65,0,0,0,0.78,0,-1,0,0,"3,7"
07546.mp4,0,0,0.66,0,0,0,0.89,0,-1,0,0,"3,7"
07548.mp4,0.76,0.67,0,0,0,0,0,0,-1,0,-1,"1,2"
07550.mp4,0.84,0.65,0,0,0,-1,0,-1,-1,0,-1,"1,2"
07551.mp4,-1,-1,-1,0,0,0,0.81,-1,0.68,0,0,"7,9"
07553.mp4,-1,-1,0,0,0,-1,0,0,0.75,0.73,-1,"9,10"
07558.mp4,0,0,0,0,0,0.87,0,0,-1,-1,0.7,"6,11"
07559.mp4,0,0.76,0,0,0,-1,0,-1,0.9,0.68,-1,"2,9,10"
07561.mp4,0.85,-1,0,0,0,0.87,0,0,-1,0,0,"1,6"
07563.mp4,0.81,0.75,0,0,0,0,0,0,-1,-1,-1,"1,2"
07564.mp4,0.89,0,-1,0,0,-1,-1,0,0.73,0,0,"1,9"
07565.mp4,0,-1,0,0,0,0.84,-1,0,0.77,-1,0,"6,9"
07566.mp4,0.85,0.72,0,0,0,0,0,0,0.72,0,-1,"1,2,9"
07568.mp4,0.85,0.73,0,0,0,0,0,-1,-1,0,0,"1,2"
07570.mp4,-1,-1,0,0,0,0.87,0,0,0.8,-1,-1,"6,9"
07571.mp4,0.91,-1,0,0,0,0.8,0,0,-1,0,0,"1,6"
07573.mp4,-1,0.82,0,0,0,0,0,-1,0.65,0.77,-1,"2,9,10"
07574.mp4,-1,0.82,0,0,0,-1,0,0.9,-1,-1,-1,"2,8"
07575.mp4,-1,0.79,0,0,0,0,0,0.8,-1,0,-1,"2,8"
